Year,State,County,Latitude,Longitude,Mintemp
1997,VT,Essex,44.724021,71.732736,244.45245434252715
1997,NH,Coos,44.652419,71.289383,244.32208558647383
1997,ME,Piscataquis,45.917678,69.104548,242.69430401767428
1997,NY,Essex,44.108971000000004,73.777573,246.84608841035893
1997,NY,Franklin,44.594374,74.31067,245.75042732300903
1997,NY,Clinton,44.75271,73.705648,248.23108669539496
1997,NY,St. Lawrence,44.488113,75.074311,245.36684038702882
1997,MI,Presque Isle,45.489515000000004,83.384019,250.62951191901908
1997,MI,Chippewa,46.321819,84.52063000000001,245.49931931986802
1997,MI,Mackinac,46.167981,85.303756,247.466672740822
1997,MI,Charlevoix,45.513164,85.45039200000001,253.17897857046643
1997,MI,Delta,45.805101,86.90137299999999,248.21816567398747
1997,MI,Schoolcraft,46.020758,86.199352,249.8664807679432
1997,MI,Alger,47.080077,86.56410799999999,250.64023599825146
1997,MI,Marquette,46.656597,87.584028,246.80019552048145
1997,MI,Menominee,45.544174,87.50989200000001,246.75292805130704
1997,WI,Marinette,45.346899,87.991198,245.18361379801883
1997,WI,Langlade,45.259204,89.06819,242.11260114284423
1997,WI,Oneida,45.713791,89.536693,241.75174588226247
1997,MI,Gogebic,46.488054,89.788314,245.8440743892461
1997,WI,Vilas,46.049848,89.501254,242.6193795296229
1997,MI,Houghton,46.998305,88.652066,247.9537739130069
1997,MI,Ontonagon,47.216604,89.500461,246.82492480546063
1997,MI,Keweenaw,47.681981,88.148802,248.26645189108558
1997,MN,Lake,47.517111,91.411704,240.19194021614132
1997,MN,Cook,47.538571000000005,90.29019,241.07783367179843
1997,WI,Ashland,46.546291,90.665154,243.96517648710324
1997,WI,Taylor,45.211656,90.504853,240.1731127047964
1997,WI,Rusk,45.472734,91.13674499999999,238.37591101477108
1997,WI,Douglas,46.463316,91.89258000000001,240.1351208854187
1997,WI,Bayfield,46.634199,91.17728199999999,243.65473065078925
1997,MN,Aitkin,46.602446,93.41976,238.89317324220212
1997,WI,Burnett,45.865255,92.36797800000001,238.04143944859715
1997,WI,Polk,45.46803,92.453154,240.45746277168573
1997,MN,Stearns,45.555234999999996,94.61048199999999,240.80111568545175
1997,MN,Morrison,46.020484,94.26661899999999,239.5765166002618
1997,MN,Cass,46.951427,94.333773,238.367725093599
1997,MN,Beltrami,47.878825,94.986698,238.80068236542343
1997,MN,Itasca,47.490843,93.613128,238.79610940146594
1997,MN,Koochiching,48.245490000000004,93.782842,238.7055287976276
1997,MN,Lake of the Woods,48.7681,94.904634,239.4491404310573
1997,ND,Cavalier,48.768439,98.46379,237.3143159182547
1997,ND,Walsh,48.376979,97.72223000000001,238.2909440137377
1997,ND,Grand Forks,47.926003,97.450851,238.94654409544688
1997,MN,Marshall,48.362728000000004,96.357761,238.32065703413133
1997,MN,Roseau,48.761066,95.82153000000001,237.22907780420257
1997,MN,Pennington,48.069247,96.037725,239.29402403529
1997,MN,Polk,47.774254,96.40002700000001,238.60734927915573
1997,MN,Clearwater,47.575873,95.371117,238.88320451047872
1997,MN,Becker,46.937629,95.74175699999999,239.16964646529675
1997,MN,Wilkin,46.362334999999995,96.47665699999999,239.6056616362983
1997,MN,Otter Tail,46.405725,95.714578,239.87175991688102
1997,SD,Grant,45.172637,96.772261,242.08559256331367
1997,SD,Roberts,45.623397,96.947551,242.08854719905602
1997,SD,Day,45.362283000000005,97.593734,241.67665694704047
1997,ND,Richland,46.265219,96.93796,240.17417348511418
1997,ND,Cass,46.927003000000006,97.252375,240.18712152217327
1997,ND,Barnes,46.94255,98.070195,241.1084149658133
1997,ND,Logan,46.469278,99.50458499999999,240.75823225275397
1997,ND,Dickey,46.107756,98.49651800000001,241.88549282972545
1997,ND,LaMoure,46.464195000000004,98.526057,241.73603726755024
1997,SD,Brown,45.589254,98.352175,240.2165218958329
1997,SD,Edmunds,45.41168,99.205362,241.84723604823841
1997,SD,McPherson,45.784248999999996,99.211421,241.91978554655861
1997,SD,Potter,45.064276,99.94963100000001,243.6678330961676
1997,ND,Morton,46.713789,101.27974300000001,241.43205907659862
1997,ND,McLean,47.653055,101.42179399999999,240.3603552677733
1997,ND,Burleigh,46.971843,100.462001,241.05892349704442
1997,ND,Kidder,46.935385,99.742727,240.5313063028412
1997,ND,Stutsman,46.971103,98.957592,241.33992021026782
1997,ND,Ramsey,48.265551,98.737329,238.57556085076348
1997,ND,Benson,48.071738,99.361987,239.22281889145643
1997,ND,McHenry,48.233841999999996,100.633267,238.9959541827916
1997,ND,Bottineau,48.794412,100.831257,237.5779713770484
1997,ND,Ward,48.216685999999996,101.540537,240.00387776989675
1997,ND,Williams,48.345867,103.4874,237.4181816463833
1997,MT,Daniels,48.794429,105.54173899999999,235.95217445931468
1997,MT,Roosevelt,48.282747,104.99517,238.10513343039761
1997,MT,Sheridan,48.705523,104.533913,236.3614767215869
1997,MT,Richland,47.785513,104.563387,239.30921964790105
1997,ND,Golden Valley,46.938924,103.844612,240.50339768586684
1997,ND,Billings,47.009283,103.364924,239.61732271487918
1997,ND,McKenzie,47.742475,103.403215,239.33003979042374
1997,ND,Dunn,47.35461,102.612365,240.35413598387444
1997,ND,Mercer,47.303278999999996,101.82076500000001,240.65460817475739
1997,ND,Hettinger,46.434939,102.45838499999999,240.42758700856686
1997,ND,Stark,46.817031,102.662026,240.4437571324374
1997,ND,Adams,46.096815,102.533198,241.39819895146942
1997,ND,Sioux,46.109282,101.047525,243.06095497708247
1997,SD,Corson,45.69834,101.176017,243.53063613727286
1997,SD,Dewey,45.150005,100.85221800000001,244.72972136922482
1997,SD,Ziebach,44.981666,101.669225,244.8109322532683
1997,SD,Meade,44.606792,102.715864,244.7886602514092
1997,SD,Butte,44.896435,103.501762,243.93034966205414
1997,SD,Harding,45.596612,103.473867,241.667396583522
1997,SD,Perkins,45.483387,102.467995,242.68325576274222
1997,ND,Slope,46.445834000000005,103.462462,240.4078078526964
1997,ND,Bowman,46.107807,103.506586,240.74527715310376
1997,MT,Fallon,46.318184,104.40571800000001,241.40683962442367
1997,MT,Powder River,45.40889,105.555259,242.30740713666702
1997,MT,Carter,45.516825,104.51532399999999,242.35307103033782
1997,WY,Crook,44.589265999999995,104.567298,242.63402046843566
1997,WY,Campbell,44.241321,105.552029,244.37496811464612
1997,WY,Johnson,44.044048,106.58854099999999,243.32709989459968
1997,WY,Sheridan,44.781369,106.88121100000001,240.83233017329087
1997,MT,Dawson,47.272425,104.901027,240.50606430280632
1997,MT,Prairie,46.852434,105.375808,242.02236782744282
1997,MT,McCone,47.629628000000004,105.757222,239.58936003748008
1997,MT,Phillips,48.250155,107.92883300000001,238.7712897889029
1997,MT,Petroleum,47.141917,108.226575,240.4221080397541
1997,MT,Blaine,48.428282,108.967648,239.29423491171647
1997,MT,Fergus,47.222997,109.22328,241.00894522617455
1997,MT,Chouteau,47.886837,110.43618899999998,240.12049529005446
1997,MT,Cascade,47.316443,111.350571,241.303115757534
1997,MT,Meagher,46.585706,110.92178100000001,241.1101139499131
1997,MT,Golden Valley,46.380624,109.174586,242.31173810791316
1997,MT,Musselshell,46.505665,108.436982,242.32093540319957
1997,MT,Yellowstone,45.936987,108.276656,242.42059181121024
1997,MT,Carbon,45.224475,109.02855100000001,242.6211193777533
1997,WY,Washakie,43.878831,107.66905200000001,244.39102762628815
1997,WY,Big Horn,44.525653999999996,107.993321,242.12904247680348
1997,WY,Hot Springs,43.720871,108.435652,245.9154144498552
1997,MT,Stillwater,45.663496,109.391752,243.52059090419291
1997,MT,Sweet Grass,45.81306,109.94131200000001,243.09437769037552
1997,MT,Madison,45.319288,111.917328,240.9709701516776
1997,WY,Teton,44.049321,110.588102,245.7436298004964
1997,ID,Fremont,44.218090999999994,111.484429,248.10344614208358
1997,ID,Bonneville,43.395171000000005,111.62187800000001,252.1713330186936
1997,ID,Bingham,43.216357,112.399206,253.30039566749568
1997,ID,Butte,43.6851,113.177627,248.84689830872287
1997,ID,Clark,44.286251,112.36112,248.352725276296
1997,MT,Jefferson,46.126557,112.056771,240.4127816169671
1997,MT,Broadwater,46.334476,111.496103,241.34333506887162
1997,MT,Deer Lodge,46.099059000000004,113.13910800000001,241.73784121579263
1997,MT,Granite,46.395358,113.425683,243.04974015740032
1997,MT,Missoula,47.027263,113.89268100000001,243.2057133856057
1997,MT,Ravalli,46.079298,114.11906499999999,243.88511890064086
1997,ID,Clearwater,46.67257,115.6535,249.90540338821685
1997,ID,Shoshone,47.347694,115.88509199999999,251.39216730341442
1997,MT,Mineral,47.155213,115.06455,245.6804146563246
1997,ID,Kootenai,47.677113,116.69491799999999,254.11425006162798
1997,WA,Stevens,48.390648,117.854897,252.98592704876285
1997,WA,Pend Oreille,48.543877,117.232183,250.55837132027855
1997,ID,Bonner,48.312512,116.59693999999999,251.07744006127945
1997,MT,Lincoln,48.542232,115.404343,246.595417698148
1997,MT,Sanders,47.756469,115.180225,247.29392084023024
1997,MT,Lake,47.642901,114.08368700000001,246.17769111461132
1997,MT,Glacier,48.705671,112.990502,242.70746382082385
1997,MT,Teton,47.819035,112.281725,241.519925747402
1997,MT,Pondera,48.230312,112.219928,240.90731501686645
1997,MT,Hill,48.628331,110.106372,238.53542429657836
1997,MT,Liberty,48.559653999999995,111.036924,239.40128433139282
1997,MT,Toole,48.645052,111.733493,240.00752866285976
1997,WA,Whatcom,48.842653000000006,121.83643300000001,256.3302885102932
1997,WA,Skagit,48.493066,121.816278,259.2518617016565
1997,WA,Clallam,48.113009000000005,123.93061100000001,265.4855636049575
1997,WA,Pierce,47.040715999999996,122.144709,262.23449242022184
1997,WA,Jefferson,47.802640999999994,123.52181000000002,264.0276721383795
1997,WA,Grays Harbor,47.142786,123.82704299999999,266.41556403894816
1997,WA,Skamania,46.024782,121.953227,259.78325076199013
1997,WA,Lewis,46.580071000000004,122.377444,262.15391147159846
1997,WA,Yakima,46.456558,120.740145,256.74887422208246
1997,WA,Franklin,46.53458,118.906944,257.5249017672371
1997,WA,Grant,47.213633,119.46778799999998,254.8358235837284
1997,WA,Kittitas,47.124444,120.67671399999999,256.54465027321015
1997,WA,King,47.493553999999996,121.832375,263.06265268718465
1997,WA,Snohomish,48.054913,121.76641200000002,260.94844424115604
1997,WA,Chelan,47.859891999999995,120.61854299999999,255.2804560923049
1997,WA,Douglas,47.735865999999994,119.69588,254.7614703682468
1997,WA,Okanogan,48.550971000000004,119.69103500000001,252.15497152457849
1997,WA,Ferry,48.437246,118.517074,252.40508252345055
1997,WA,Spokane,47.620379,117.40439199999999,255.1365252781379
1997,WA,Lincoln,47.582718,118.41766799999999,254.7547649759304
1997,WA,Adams,47.00484,118.533308,255.7946021002389
1997,WA,Whitman,46.903321999999996,117.522962,255.94127972310216
1997,WA,Walla Walla,46.254606,118.480374,257.2601567778938
1997,WA,Benton,46.228072,119.51686399999998,257.32269664867215
1997,OR,Umatilla,45.5912,118.73388,254.4736059933585
1997,OR,Union,45.304047,117.99913600000001,252.0423809048418
1997,OR,Wallowa,45.593753,117.18558,251.2402898633478
1997,OR,Baker,44.703427000000005,117.691933,253.1214991646178
1997,ID,Washington,44.448213,116.79783,255.75590129410514
1997,ID,Adams,44.884583,116.431873,250.2470696635068
1997,ID,Blaine,43.394482,113.95528999999999,248.9966387486483
1997,ID,Minidoka,42.856937,113.64001,254.85763659974648
1997,ID,Lincoln,42.986181,114.153899,253.95342478267798
1997,ID,Twin Falls,42.352309000000005,114.66563899999998,254.30708079125594
1997,ID,Ada,43.447860999999996,116.244456,256.9646237547629
1997,ID,Camas,43.463396,114.804427,248.11841169888214
1997,ID,Boise,43.987275,115.71511100000001,250.3192354458475
1997,ID,Canyon,43.623051000000004,116.708527,259.6664101056916
1997,OR,Deschutes,43.915118,121.225575,254.20433640115826
1997,OR,Crook,44.163053999999995,120.37158500000001,254.20167889856603
1997,OR,Grant,44.496326,119.01405700000001,250.9170577081841
1997,OR,Wheeler,44.736411,120.026875,253.4263572324369
1997,OR,Morrow,45.425496,119.60231100000001,254.87477218896962
1997,WA,Klickitat,45.869509,120.78011699999999,256.6489501887962
1997,OR,Gilliam,45.381665999999996,120.211851,255.91602514841298
1997,OR,Sherman,45.399215999999996,120.67851200000001,256.3025632705839
1997,OR,Wasco,45.164536,121.16506899999999,255.87314519484403
1997,OR,Jefferson,44.64379,121.183021,254.8157989294721
1997,OR,Marion,44.900898,122.57626,262.2385958591832
1997,OR,Clackamas,45.160493,122.195127,260.8644783788702
1997,OR,Linn,44.494824,122.543756,261.77635494155845
1997,OR,Coos,43.184193,124.09255700000001,268.87762707225653
1997,CA,Modoc,41.592919,120.71837,255.63957382509216
1997,OR,Jackson,42.411782,122.675797,261.6657302975381
1997,OR,Josephine,42.385382,123.597245,265.2087788712267
1997,CA,Del Norte,41.749903,123.980998,268.692685958016
1997,OR,Curry,42.466671000000005,124.21140700000001,269.7043180545783
1997,OR,Lincoln,44.641076,123.91118300000001,268.2456303331728
1997,OR,Tillamook,45.455743,123.759327,266.7927319457592
1997,CA,Tehama,40.126156,122.232276,265.75590491619084
1997,CA,Glenn,39.602546000000004,122.4017,266.93735759511924
1997,CA,Lake,39.094802,122.746757,268.07962199178183
1997,CA,Sonoma,38.532574,122.945194,271.84486917365774
1997,CA,Colusa,39.177739,122.237563,268.05459233139896
1997,CA,Solano,38.267226,121.939594,270.1449407594875
1997,CA,Yolo,38.679268,121.903178,269.62770015431084
1997,CA,Contra Costa,37.919478999999995,121.95154299999999,271.1082742422213
1997,CA,Santa Clara,37.220777000000005,121.69062199999999,271.69550484933035
1997,CA,Stanislaus,37.562384,121.002656,270.51049230497523
1997,CA,San Benito,36.610702,121.085296,269.98158522473204
1997,CA,Merced,37.194806,120.722802,270.2582505399626
1997,CA,Mariposa,37.570034,119.91286000000001,265.5448727215057
1997,CA,Madera,37.210039,119.749852,265.815352507928
1997,CA,Tuolumne,38.021451,119.964708,259.13800967397265
1997,NV,Lyon,39.022214,119.19741699999999,256.23041484766634
1997,NV,Douglas,38.905128999999995,119.60901899999999,254.91651254875447
1997,CA,Amador,38.44355,120.653856,265.6054325895165
1997,CA,Calaveras,38.187844,120.55511499999999,266.25006974161374
1997,CA,Placer,39.062032,120.722718,262.84221924558665
1997,CA,El Dorado,38.785532,120.534398,262.20350383814514
1997,CA,Nevada,39.295190999999996,120.77344599999999,260.9330047817318
1997,CA,Sierra,39.576925,120.521993,256.5075282696183
1997,CA,Butte,39.665959,121.601919,266.55018663358106
1997,CA,Plumas,39.99517,120.829516,258.17100552372733
1997,NV,Pershing,40.439639,118.409477,256.53791281501753
1997,NV,Churchill,39.525701,118.27041899999999,258.2337141211179
1997,ID,Cassia,42.288635,113.605498,254.0868998862737
1997,UT,Box Elder,41.476021,113.052922,256.63385895232517
1997,UT,Tooele,40.467692,113.12401499999999,256.1443604347627
1997,UT,Millard,39.09454,113.52501399999998,255.18297253113082
1997,UT,Iron,37.882727,113.29005900000001,256.4879462756254
1997,UT,Beaver,38.357535,113.238948,256.45061688334357
1997,NV,Mineral,38.516647,118.416279,255.29350642993438
1997,NV,Esmeralda,37.778966,117.632382,258.38672138326325
1997,UT,Washington,37.262531,113.4878,261.2516828021696
1997,AZ,La Paz,33.727625,114.038793,271.3671837820425
1997,CA,Imperial,33.040816,115.355395,273.2230471206716
1997,CA,San Diego,33.023604,116.776117,271.4536026065396
1997,CA,Tulare,36.230453000000004,118.780542,264.0026120875233
1997,CA,San Luis Obispo,35.385227,120.44753999999999,271.18621652963213
1997,CA,Kings,36.072478000000004,119.81553000000001,270.0306574962273
1997,LA,Lafourche,29.491993,90.394849,269.9161830392239
1997,LA,Terrebonne,29.333266,90.84419100000001,269.75778259956667
1997,LA,St. Mary,29.629348999999998,91.46380400000001,269.66982633978296
1997,LA,St. Martin,30.121433000000003,91.61148100000001,269.40959131449034
1997,LA,St. Landry,30.583440999999997,91.989275,269.03395931097225
1997,MS,Yazoo,32.765675,90.387928,264.344739591373
1997,AR,Desha,33.828748,91.244427,262.40722699121847
1997,LA,Madison,32.365823999999996,91.240729,265.49717169836924
1997,LA,Bienville,32.344268,93.061513,264.9694077625429
1997,AR,Union,33.168219,92.598145,263.20902398785245
1997,TX,Bowie,33.446051000000004,94.422375,264.39301287970113
1997,LA,Caddo,32.577195,93.882423,265.2672822006575
1997,LA,Rapides,31.193203999999998,92.535953,267.09011416130693
1997,LA,Natchitoches,31.734982000000002,93.086106,265.85709715182946
1997,LA,Calcasieu,30.229559000000002,93.35801500000001,268.80147339339715
1997,LA,Cameron,29.871989000000003,93.165437,269.62721856791154
1997,TX,Galveston,29.228706,94.894865,270.0381377027508
1997,TX,Brazoria,29.167818,95.434647,269.7865067605426
1997,TX,Bell,31.042109999999997,97.481921,266.624404388951
1997,TX,Harris,29.857273,95.39303699999999,268.23742509355134
1997,TX,Houston,31.323036,95.4216,267.43943358124875
1997,TX,Henderson,32.211633,95.853418,267.1744797250159
1997,OK,McCurtain,34.117073,94.766086,261.1473571819793
1997,TX,Navarro,32.04845,96.476908,266.4714368136771
1997,TX,Hill,31.98224,97.129886,265.84194699514995
1997,TX,Coryell,31.391177000000003,97.798022,265.3347376523884
1997,TX,Travis,30.239513,97.69126999999999,267.3468725919117
1997,TX,Bandera,29.755747999999997,99.26068199999999,264.72970198569857
1997,TX,Edwards,29.985877000000002,100.307373,263.7572482112178
1997,TX,Webb,27.770584000000003,99.32664100000001,267.8724136123798
1997,TX,Duval,27.681123,98.497393,267.95593893243495
1997,TX,Jim Wells,27.733515999999998,98.090814,269.7274416165089
1997,TX,Nueces,27.739406,97.52164300000001,270.4634321808817
1997,AZ,Cochise,31.881793,109.75412,264.9887915044712
1997,NM,Grant,32.732087,108.381504,261.02637852722216
1997,NM,Hidalgo,31.899658000000002,108.745729,262.617399033782
1997,NM,Luna,32.184482,107.74663899999999,262.59041255481867
1997,NM,Otero,32.588776,105.781079,259.5450155844594
1997,NM,Eddy,32.457858,104.306471,259.78137886536024
1997,TX,Culberson,31.445909000000004,104.526945,259.69671368658095
1997,TX,Hudspeth,31.450868,105.377549,260.1505410351502
1997,TX,Presidio,30.005891,104.261619,261.3364453893588
1997,TX,Jeff Davis,30.617086999999998,104.18786,260.4787608601273
1997,TX,Brewster,29.808996999999998,103.25245799999999,261.93401390089093
1997,TX,Maverick,28.745216999999997,100.311368,267.00727442801883
1997,TX,Val Verde,29.884960999999997,101.14664599999999,264.4564343264632
1997,TX,Crockett,30.717532000000002,101.404211,261.50108839285394
1997,TX,Terrell,30.232332,102.072539,262.38345173809057
1997,TX,Tom Green,31.401583000000002,100.46135500000001,262.1584521946161
1997,TX,Reeves,31.308365999999996,103.71270600000001,259.2886978694815
1997,TX,Ward,31.513069,103.105113,259.32816598638885
1997,NM,Lea,32.795687,103.413271,257.3267860117651
1997,OK,Texas,36.741964,101.488434,253.51006461791957
1997,CO,Cheyenne,38.835387,102.604585,247.96001054090027
1997,CO,Kiowa,38.388465999999994,102.75621,248.67623381049702
1997,OK,Cimarron,36.755276,102.508735,251.90474683631984
1997,CO,Baca,37.303144,102.535457,250.57204146802272
1997,NM,Colfax,36.612963,104.640126,249.75989425729682
1997,CO,Lincoln,38.99374,103.50755500000001,246.15833439986957
1997,CO,Pueblo,38.170658,104.48989300000001,249.85330915305187
1997,CO,Fremont,38.455658,105.421438,250.30441138892888
1997,CO,Saguache,38.033952,106.246675,249.86372448383275
1997,CO,Conejos,37.213407000000004,106.176447,250.4044859452909
1997,CO,Costilla,37.277547,105.42894,250.98515268523758
1997,CO,Huerfano,37.687815,104.959928,249.9158204097773
1997,NM,Taos,36.576529,105.63798700000001,253.3829612642786
1997,NM,Santa Fe,35.513721999999994,105.96644099999999,255.87020471580414
1997,NM,Mora,35.982841,104.921898,251.1618543182445
1997,NM,Union,36.488085,103.475723,249.11733993982747
1997,NM,Harding,35.863152,103.829931,252.28648547386848
1997,NM,San Miguel,35.476876000000004,104.803515,253.2492443841516
1997,NM,Guadalupe,34.869782,104.784968,253.75633141200692
1997,NM,Quay,35.107018,103.548071,255.1987475241264
1997,NM,Roosevelt,34.021457,103.482725,254.6938035419182
1997,NM,De Baca,34.351428999999996,104.401527,255.42787820776647
1997,NM,Lincoln,33.740941,105.449083,256.8254587833444
1997,NM,Torrance,34.634644,105.84683600000001,254.6399501477232
1997,NM,Sierra,33.119479,107.18816100000001,260.3568521018765
1997,NM,Socorro,33.991614,106.939003,258.3625721236678
1997,NM,Bernalillo,35.054002000000004,106.66906499999999,258.3509581045186
1997,NM,Sandoval,35.685072999999996,106.882618,257.13906264879137
1997,NM,McKinley,35.573732,108.255307,255.19415415252558
1997,NM,Catron,33.901814,108.39209699999999,255.60214242797772
1997,AZ,Greenlee,33.238872,109.242323,260.3855591243059
1997,AZ,Graham,32.931828,109.87831000000001,264.3793279399199
1997,AZ,Gila,33.789618,110.81187,263.0251608260183
1997,AZ,Pinal,32.91891,111.36725700000001,270.16900267106536
1997,AZ,Yavapai,34.630044,112.573745,263.5562485291848
1997,CO,San Miguel,38.009374,108.42732600000001,254.223057983208
1997,CO,Dolores,37.747602,108.530383,254.53559081001967
1997,CO,Montezuma,37.338025,108.595786,256.01653905393056
1997,NM,San Juan,36.511625,108.324578,256.67545872083804
1997,CO,Archuleta,37.202395,107.05086299999999,253.24849053520734
1997,CO,La Plata,37.287366999999996,107.83971799999999,254.59580791443184
1997,CO,Gunnison,38.669678999999995,107.07810800000001,250.09047619957653
1997,CO,Pitkin,39.217533,106.915943,250.1615124316869
1997,CO,Routt,40.48316,106.985289,248.02224548890374
1997,CO,Moffat,40.573984,108.204521,249.42541879904968
1997,CO,Mesa,39.019492,108.46183700000002,256.8064133610017
1997,CO,Montrose,38.413427,108.263042,256.33892102443656
1997,UT,Grand,38.974326,109.57345,257.54426152487184
1997,UT,Emery,39.009028,110.72111100000001,256.61575571736597
1997,UT,Wayne,38.261229,110.990323,256.66570757475387
1997,UT,Sevier,38.746825,111.81193,254.28072536583485
1997,UT,Utah,40.120409,111.668667,255.2868459703857
1997,UT,Wasatch,40.334884,111.16156799999999,252.0708308241269
1997,UT,Carbon,39.67005,110.59035700000001,255.8812120017487
1997,UT,Duchesne,40.289649,110.42983000000001,252.38681451663209
1997,UT,Summit,40.87206,110.96848600000001,250.931842996414
1997,WY,Uinta,41.284726,110.558947,248.2993628544221
1997,UT,Weber,41.270355,111.875879,256.19571309926204
1997,UT,Rich,41.627598,111.240227,248.5464874131773
