Year,State,County,Latitude,Longitude,Meanprec
1997,CA,Fresno,36.761006,119.655019,466.5289288590087
1997,CA,Shasta,40.760521999999995,122.04355,1215.8223803459148
1997,CA,Lassen,40.721089,120.629931,443.49869760751136
1997,NV,Washoe,40.703311,119.710315,284.22761111350064
1997,NV,Humboldt,41.407914,118.12759199999999,274.58213867159975
1997,NV,Eureka,39.977788000000004,116.272208,300.74246975431123
1997,NV,Lander,39.900211,117.04723999999999,277.8161134628483
1997,NV,Elko,41.141133,115.351424,354.65530990757065
1997,NV,White Pine,39.417804,114.900945,355.58233122207326
1997,NV,Lincoln,37.634605,114.863037,271.60617637600944
1997,CA,Mono,37.915836,118.87516699999999,420.9823479452186
1997,AZ,Mohave,35.717705,113.74968899999999,268.80751916265035
1997,NV,Clark,36.214236,115.013819,147.61132263344754
1997,AZ,Yuma,32.773942,113.910905,148.21401753204762
1997,CA,Riverside,33.729828000000005,116.00223899999999,211.4661984898938
1997,CA,Los Angeles,34.196397999999995,118.26186200000001,325.51025288301867
1997,CA,Ventura,34.358742,119.13314299999999,480.4323361467257
1997,CA,Kern,35.346629,118.729506,204.29411208163063
1997,CA,Santa Barbara,34.537378000000004,120.03848500000001,478.49688119096464
1997,TX,Pecos,30.770894000000002,102.71986,382.5278206867701
1997,CO,Las Animas,37.318831,104.04411,515.5753551642456
1997,NM,Chaves,33.361605,104.469837,509.3006329563372
1997,NM,Cibola,34.93205,108.00025500000001,460.6211065755482
1997,AZ,Pima,32.128237,111.783018,294.2721835808473
1997,AZ,Maricopa,33.346540999999995,112.495534,203.56467942437737
1997,AZ,Coconino,35.829692,111.773728,379.81919031026183
1997,UT,Kane,37.275118,111.81541299999999,386.1347855786362
1997,UT,San Juan,37.623064,109.78931999999999,344.00592644506116
1997,NM,Rio Arriba,36.509669,106.693983,552.1329540551627
1997,CO,Garfield,39.599352,107.90978,743.0914848159141
1997,CO,Rio Blanco,39.972606,108.20068500000001,641.6360034788113
1997,UT,Garfield,37.831621999999996,111.45088600000001,446.10716264520585
1997,UT,Juab,39.710827,112.79426200000002,389.82639438066735
1997,UT,Uintah,40.125887,109.517748,436.27279549303637
1997,WY,Lincoln,42.228788,110.679842,566.3466118202354
1997,WY,Fremont,43.055303,108.605531,419.480451241718
1997,WY,Sweetwater,41.660339,108.875676,285.40037790231185
1997,WY,Carbon,41.703590000000005,106.933153,459.16005511562
1997,NE,Cherry,42.566984999999995,101.072622,564.5439345510957
1997,SD,Pennington,44.002349,102.823802,575.5662128666681
1997,FL,Monroe,25.601043,81.206777,1556.5601732386804
1997,NY,Suffolk,40.943554,72.69221800000001,1061.5172084508831
1997,ME,Hancock,44.564906,68.370703,1001.5489428434616
1997,ME,Washington,44.967009000000004,67.60935400000001,997.0243500836093
1997,ME,Franklin,44.973012,70.444727,1096.1935003456967
1997,ME,Cumberland,43.808347999999995,70.330375,1078.5439990838534
1997,NH,Grafton,43.926488,71.842264,1126.7081096995635
1997,VT,Caledonia,44.468790999999996,72.11216800000001,1113.5381066422294
1997,VT,Essex,44.724021,71.732736,1129.2114480595956
1997,NH,Coos,44.652419,71.289383,1141.5169724998602
1997,ME,Piscataquis,45.917678,69.104548,982.487345825258
1997,NY,Essex,44.108971000000004,73.777573,1009.6743870625536
1997,NY,Franklin,44.594374,74.31067,1013.9771259193283
1997,NY,Clinton,44.75271,73.705648,883.7947228764723
1997,NY,St. Lawrence,44.488113,75.074311,987.6457896650528
1997,MI,Presque Isle,45.489515000000004,83.384019,670.0527628790143
1997,MI,Chippewa,46.321819,84.52063000000001,693.0571002322495
1997,MI,Mackinac,46.167981,85.303756,669.5359244290128
1997,MI,Charlevoix,45.513164,85.45039200000001,693.4205426130839
1997,MI,Delta,45.805101,86.90137299999999,661.8466216668147
1997,MI,Schoolcraft,46.020758,86.199352,688.5305746062655
1997,MI,Alger,47.080077,86.56410799999999,706.3963039469216
1997,MI,Marquette,46.656597,87.584028,712.1981400083806
1997,MI,Menominee,45.544174,87.50989200000001,659.3681278458463
1997,WI,Marinette,45.346899,87.991198,665.6267005029067
1997,WI,Langlade,45.259204,89.06819,724.0463366726638
1997,WI,Oneida,45.713791,89.536693,760.3474317548148
1997,MI,Gogebic,46.488054,89.788314,794.3391509570758
1997,WI,Vilas,46.049848,89.501254,783.9052032762967
1997,MI,Houghton,46.998305,88.652066,719.2466063914841
1997,MI,Ontonagon,47.216604,89.500461,795.1499034292418
1997,MI,Keweenaw,47.681981,88.148802,646.7396328268661
1997,MN,Lake,47.517111,91.411704,581.9554108227518
1997,MN,Cook,47.538571000000005,90.29019,612.7562083692748
1997,WI,Ashland,46.546291,90.665154,703.5727041728676
1997,WI,Taylor,45.211656,90.504853,759.928676987752
1997,WI,Rusk,45.472734,91.13674499999999,738.2276450237192
1997,WI,Douglas,46.463316,91.89258000000001,591.8083023497866
1997,WI,Bayfield,46.634199,91.17728199999999,623.579761963745
1997,MN,Aitkin,46.602446,93.41976,643.2897340450078
1997,WI,Burnett,45.865255,92.36797800000001,654.8878604052883
1997,WI,Polk,45.46803,92.453154,711.3410687135013
1997,MN,Stearns,45.555234999999996,94.61048199999999,650.0077245216079
1997,MN,Morrison,46.020484,94.26661899999999,608.0432522237462
1997,MN,Cass,46.951427,94.333773,672.2512906751357
1997,MN,Beltrami,47.878825,94.986698,619.1043199641703
1997,MN,Itasca,47.490843,93.613128,662.2905128689787
1997,MN,Koochiching,48.245490000000004,93.782842,581.44816742694
1997,MN,Lake of the Woods,48.7681,94.904634,567.4162380299141
1997,ND,Cavalier,48.768439,98.46379,481.9888010161287
1997,ND,Walsh,48.376979,97.72223000000001,517.5251907947109
1997,ND,Grand Forks,47.926003,97.450851,549.1877788221288
1997,MN,Marshall,48.362728000000004,96.357761,568.0722366131499
1997,MN,Roseau,48.761066,95.82153000000001,553.7480438384999
1997,MN,Pennington,48.069247,96.037725,603.685112809749
1997,MN,Polk,47.774254,96.40002700000001,630.8796276283584
1997,MN,Clearwater,47.575873,95.371117,668.5715963668887
1997,MN,Becker,46.937629,95.74175699999999,694.9878081285422
1997,MN,Wilkin,46.362334999999995,96.47665699999999,599.0901324138961
1997,MN,Otter Tail,46.405725,95.714578,632.1544805720605
1997,SD,Grant,45.172637,96.772261,568.15933283604
1997,SD,Roberts,45.623397,96.947551,559.5189108806692
1997,SD,Day,45.362283000000005,97.593734,560.9700589443283
1997,ND,Richland,46.265219,96.93796,571.7294344898356
1997,ND,Cass,46.927003000000006,97.252375,596.3226155857707
1997,ND,Barnes,46.94255,98.070195,494.8634186488033
1997,ND,Logan,46.469278,99.50458499999999,433.55207380667815
1997,ND,Dickey,46.107756,98.49651800000001,466.1909822428599
1997,ND,LaMoure,46.464195000000004,98.526057,474.0718216028199
1997,SD,Brown,45.589254,98.352175,514.2263900547357
1997,SD,Edmunds,45.41168,99.205362,491.1141868501168
1997,SD,McPherson,45.784248999999996,99.211421,441.36037247227165
1997,SD,Potter,45.064276,99.94963100000001,539.1243465642267
1997,ND,Morton,46.713789,101.27974300000001,367.0000015403246
1997,ND,McLean,47.653055,101.42179399999999,352.58656921589693
1997,ND,Burleigh,46.971843,100.462001,366.86686081004973
1997,ND,Kidder,46.935385,99.742727,401.9572866789551
1997,ND,Stutsman,46.971103,98.957592,450.5545238900158
1997,ND,Ramsey,48.265551,98.737329,481.6695921576445
1997,ND,Benson,48.071738,99.361987,444.3032264593213
1997,ND,McHenry,48.233841999999996,100.633267,372.71135319740716
1997,ND,Bottineau,48.794412,100.831257,364.16722370193116
1997,ND,Ward,48.216685999999996,101.540537,367.76502518865607
1997,ND,Williams,48.345867,103.4874,318.898076511215
1997,MT,Daniels,48.794429,105.54173899999999,308.3570896578228
1997,MT,Roosevelt,48.282747,104.99517,307.950068849188
1997,MT,Sheridan,48.705523,104.533913,304.56136221692384
1997,MT,Richland,47.785513,104.563387,324.89815016150453
1997,ND,Golden Valley,46.938924,103.844612,369.0968983346849
1997,ND,Billings,47.009283,103.364924,383.77412895532564
1997,ND,McKenzie,47.742475,103.403215,342.75698272319687
1997,ND,Dunn,47.35461,102.612365,382.62568729310095
1997,ND,Mercer,47.303278999999996,101.82076500000001,368.94881708890665
1997,ND,Hettinger,46.434939,102.45838499999999,377.9961529893127
1997,ND,Stark,46.817031,102.662026,389.5838680038908
1997,ND,Adams,46.096815,102.533198,383.4421897427672
1997,ND,Sioux,46.109282,101.047525,381.8656834737715
1997,SD,Corson,45.69834,101.176017,416.95848884072717
1997,SD,Dewey,45.150005,100.85221800000001,494.15504584159174
1997,SD,Ziebach,44.981666,101.669225,504.2022639786513
1997,SD,Meade,44.606792,102.715864,475.3567076032332
1997,SD,Butte,44.896435,103.501762,388.0042665582485
1997,SD,Harding,45.596612,103.473867,365.90665389225
1997,SD,Perkins,45.483387,102.467995,419.4822334699758
1997,ND,Slope,46.445834000000005,103.462462,358.2716420375818
1997,ND,Bowman,46.107807,103.506586,365.28107151471016
1997,MT,Fallon,46.318184,104.40571800000001,351.9325612182014
1997,MT,Powder River,45.40889,105.555259,355.7285920648892
1997,MT,Carter,45.516825,104.51532399999999,349.2188956920906
1997,WY,Crook,44.589265999999995,104.567298,468.3281814998976
1997,WY,Campbell,44.241321,105.552029,392.6254066075437
1997,WY,Johnson,44.044048,106.58854099999999,447.9252301502839
1997,WY,Sheridan,44.781369,106.88121100000001,531.8880429281086
1997,MT,Dawson,47.272425,104.901027,320.46509485657856
1997,MT,Prairie,46.852434,105.375808,305.534342333536
1997,MT,McCone,47.629628000000004,105.757222,289.155578011565
1997,MT,Phillips,48.250155,107.92883300000001,313.9635030902832
1997,MT,Petroleum,47.141917,108.226575,326.9451176246098
1997,MT,Blaine,48.428282,108.967648,328.1276257597151
1997,MT,Fergus,47.222997,109.22328,445.82062596077003
1997,MT,Chouteau,47.886837,110.43618899999998,325.7289905215993
1997,MT,Cascade,47.316443,111.350571,437.04748574916863
1997,MT,Meagher,46.585706,110.92178100000001,617.948534461036
1997,MT,Golden Valley,46.380624,109.174586,451.23663671168686
1997,MT,Musselshell,46.505665,108.436982,373.8485526975152
1997,MT,Yellowstone,45.936987,108.276656,414.2039211911274
1997,MT,Carbon,45.224475,109.02855100000001,572.0616040225482
1997,WY,Washakie,43.878831,107.66905200000001,405.0940319846629
1997,WY,Big Horn,44.525653999999996,107.993321,403.89971297364906
1997,WY,Hot Springs,43.720871,108.435652,428.6116379381984
1997,MT,Stillwater,45.663496,109.391752,593.9145602169738
1997,MT,Sweet Grass,45.81306,109.94131200000001,670.361297555926
1997,MT,Madison,45.319288,111.917328,642.0385952822028
1997,WY,Teton,44.049321,110.588102,1112.8520002830903
1997,ID,Fremont,44.218090999999994,111.484429,731.0543453250633
1997,ID,Bonneville,43.395171000000005,111.62187800000001,592.1999316304552
1997,ID,Bingham,43.216357,112.399206,355.7141041774331
1997,ID,Butte,43.6851,113.177627,309.6276046834372
1997,ID,Clark,44.286251,112.36112,489.2756903765125
1997,MT,Jefferson,46.126557,112.056771,550.7033237172869
1997,MT,Broadwater,46.334476,111.496103,503.5433309623954
1997,MT,Deer Lodge,46.099059000000004,113.13910800000001,669.2315329534682
1997,MT,Granite,46.395358,113.425683,681.4644933667129
1997,MT,Missoula,47.027263,113.89268100000001,878.7884758187648
1997,MT,Ravalli,46.079298,114.11906499999999,873.1539658117183
1997,ID,Clearwater,46.67257,115.6535,1406.0440818392324
1997,ID,Shoshone,47.347694,115.88509199999999,1337.9335534781196
1997,MT,Mineral,47.155213,115.06455,1121.9009897524654
1997,ID,Kootenai,47.677113,116.69491799999999,982.7587959622496
1997,WA,Stevens,48.390648,117.854897,693.3202925018472
1997,WA,Pend Oreille,48.543877,117.232183,1068.8275470410672
1997,ID,Bonner,48.312512,116.59693999999999,1056.3433342048552
1997,MT,Lincoln,48.542232,115.404343,908.3065624810962
1997,MT,Sanders,47.756469,115.180225,900.7656199582332
1997,MT,Lake,47.642901,114.08368700000001,710.087113421492
1997,MT,Glacier,48.705671,112.990502,687.1639598657683
1997,MT,Teton,47.819035,112.281725,475.0288737954508
1997,MT,Pondera,48.230312,112.219928,396.5013236945781
1997,MT,Hill,48.628331,110.106372,255.06788970658948
1997,MT,Liberty,48.559653999999995,111.036924,240.48637586319924
1997,MT,Toole,48.645052,111.733493,259.046187882939
1997,WA,Whatcom,48.842653000000006,121.83643300000001,2662.0423702067083
1997,WA,Skagit,48.493066,121.816278,2966.7893648919157
1997,WA,Clallam,48.113009000000005,123.93061100000001,2968.658926199065
1997,WA,Pierce,47.040715999999996,122.144709,1866.1256560161225
1997,WA,Jefferson,47.802640999999994,123.52181000000002,3633.679494742602
1997,WA,Grays Harbor,47.142786,123.82704299999999,3479.6947204724934
1997,WA,Skamania,46.024782,121.953227,3012.908357841413
1997,WA,Lewis,46.580071000000004,122.377444,2140.887776278716
1997,WA,Yakima,46.456558,120.740145,691.6960422002169
1997,WA,Franklin,46.53458,118.906944,249.65069083569233
1997,WA,Grant,47.213633,119.46778799999998,234.84835644318844
1997,WA,Kittitas,47.124444,120.67671399999999,1078.650188288043
1997,WA,King,47.493553999999996,121.832375,2388.7043395209407
1997,WA,Snohomish,48.054913,121.76641200000002,2887.061540481213
1997,WA,Chelan,47.859891999999995,120.61854299999999,1312.9933051723406
1997,WA,Douglas,47.735865999999994,119.69588,296.64603370601174
1997,WA,Okanogan,48.550971000000004,119.69103500000001,618.5942242594223
1997,WA,Ferry,48.437246,118.517074,579.0525896149335
1997,WA,Spokane,47.620379,117.40439199999999,558.3375262160887
1997,WA,Lincoln,47.582718,118.41766799999999,356.96440422560585
1997,WA,Adams,47.00484,118.533308,301.450587124663
1997,WA,Whitman,46.903321999999996,117.522962,493.366190871717
1997,WA,Walla Walla,46.254606,118.480374,425.4967648111363
1997,WA,Benton,46.228072,119.51686399999998,230.1370497599427
1997,OR,Umatilla,45.5912,118.73388,541.746612231349
1997,OR,Union,45.304047,117.99913600000001,706.9923570970273
1997,OR,Wallowa,45.593753,117.18558,695.2408833149283
1997,OR,Baker,44.703427000000005,117.691933,516.5368953529374
1997,ID,Washington,44.448213,116.79783,556.221947014863
1997,ID,Adams,44.884583,116.431873,764.7784301834167
1997,ID,Blaine,43.394482,113.95528999999999,433.9025846630712
1997,ID,Minidoka,42.856937,113.64001,229.9162432571075
1997,ID,Lincoln,42.986181,114.153899,231.2776379651809
1997,ID,Twin Falls,42.352309000000005,114.66563899999998,294.84567007345964
1997,ID,Ada,43.447860999999996,116.244456,293.5191799029172
1997,ID,Camas,43.463396,114.804427,559.1749356849505
1997,ID,Boise,43.987275,115.71511100000001,777.3892053528133
1997,ID,Canyon,43.623051000000004,116.708527,251.726951260402
1997,OR,Deschutes,43.915118,121.225575,579.447522859754
1997,OR,Crook,44.163053999999995,120.37158500000001,354.92473267696823
1997,OR,Grant,44.496326,119.01405700000001,476.1280238815111
1997,OR,Wheeler,44.736411,120.026875,426.1800365332056
1997,OR,Morrow,45.425496,119.60231100000001,353.54687693870636
1997,WA,Klickitat,45.869509,120.78011699999999,530.0782856039068
1997,OR,Gilliam,45.381665999999996,120.211851,298.9714059519683
1997,OR,Sherman,45.399215999999996,120.67851200000001,287.61271449140764
1997,OR,Wasco,45.164536,121.16506899999999,484.11177540137163
1997,OR,Jefferson,44.64379,121.183021,533.434659355699
1997,OR,Marion,44.900898,122.57626,1691.144054867586
1997,OR,Clackamas,45.160493,122.195127,1959.8619613648887
1997,OR,Linn,44.494824,122.543756,1848.2263716762
1997,OR,Coos,43.184193,124.09255700000001,1738.2667649970251
1997,CA,Modoc,41.592919,120.71837,437.5727844465464
1997,OR,Jackson,42.411782,122.675797,868.3417214716818
1997,OR,Josephine,42.385382,123.597245,1396.8063840031075
1997,CA,Del Norte,41.749903,123.980998,2419.713704839648
1997,OR,Curry,42.466671000000005,124.21140700000001,2789.4655289593065
1997,OR,Lincoln,44.641076,123.91118300000001,2551.9316171252262
1997,OR,Tillamook,45.455743,123.759327,3365.9360983535053
1997,CA,Tehama,40.126156,122.232276,853.5789169497752
1997,CA,Glenn,39.602546000000004,122.4017,617.1558453743758
1997,CA,Lake,39.094802,122.746757,992.6751359728336
1997,CA,Sonoma,38.532574,122.945194,1031.1643201473278
1997,CA,Colusa,39.177739,122.237563,547.6970973346672
1997,CA,Solano,38.267226,121.939594,519.0147379727117
1997,CA,Yolo,38.679268,121.903178,503.9073118269537
1997,CA,Contra Costa,37.919478999999995,121.95154299999999,485.4216101052629
1997,CA,Santa Clara,37.220777000000005,121.69062199999999,574.6941006947858
1997,CA,Stanislaus,37.562384,121.002656,314.2601992984245
1997,CA,San Benito,36.610702,121.085296,407.2521549168685
1997,CA,Merced,37.194806,120.722802,272.3725027527347
1997,CA,Mariposa,37.570034,119.91286000000001,692.0372264170895
1997,CA,Madera,37.210039,119.749852,556.7836981558593
1997,CA,Tuolumne,38.021451,119.964708,959.1392914209517
1997,NV,Lyon,39.022214,119.19741699999999,196.27807339219433
1997,NV,Douglas,38.905128999999995,119.60901899999999,410.52349028361925
1997,CA,Amador,38.44355,120.653856,781.429796089373
1997,CA,Calaveras,38.187844,120.55511499999999,730.3729369492203
1997,CA,Placer,39.062032,120.722718,1091.4468903280429
1997,CA,El Dorado,38.785532,120.534398,1004.754547922572
1997,CA,Nevada,39.295190999999996,120.77344599999999,1228.3455628488914
1997,CA,Sierra,39.576925,120.521993,1136.6860257296796
1997,CA,Butte,39.665959,121.601919,1063.9960074516666
1997,CA,Plumas,39.99517,120.829516,1013.1147979851573
1997,NV,Pershing,40.439639,118.409477,215.73441113733767
1997,NV,Churchill,39.525701,118.27041899999999,170.03058632124848
1997,ID,Cassia,42.288635,113.605498,396.1409168268918
1997,UT,Box Elder,41.476021,113.052922,363.35676387924536
1997,UT,Tooele,40.467692,113.12401499999999,354.796493719627
1997,UT,Millard,39.09454,113.52501399999998,335.74862024661456
1997,UT,Iron,37.882727,113.29005900000001,411.2564831524745
1997,UT,Beaver,38.357535,113.238948,399.1747407216381
1997,NV,Mineral,38.516647,118.416279,201.24843315131008
1997,NV,Esmeralda,37.778966,117.632382,149.19365889279405
1997,UT,Washington,37.262531,113.4878,395.2608775241661
1997,AZ,La Paz,33.727625,114.038793,187.27389179224
1997,CA,Imperial,33.040816,115.355395,116.37349321938677
1997,CA,San Diego,33.023604,116.776117,339.54742116952264
1997,CA,Tulare,36.230453000000004,118.780542,505.7033280380913
1997,CA,San Luis Obispo,35.385227,120.44753999999999,454.0339579501673
1997,CA,Kings,36.072478000000004,119.81553000000001,172.03407294905182
1997,LA,Lafourche,29.491993,90.394849,1722.913570640125
1997,LA,Terrebonne,29.333266,90.84419100000001,1679.2110253511648
1997,LA,St. Mary,29.629348999999998,91.46380400000001,1696.6378258233594
1997,LA,St. Martin,30.121433000000003,91.61148100000001,1686.6652938717025
1997,LA,St. Landry,30.583440999999997,91.989275,1626.844970236981
1997,MS,Yazoo,32.765675,90.387928,1584.8842098557454
1997,AR,Desha,33.828748,91.244427,1420.7524241776289
1997,LA,Madison,32.365823999999996,91.240729,1575.2516215019205
1997,LA,Bienville,32.344268,93.061513,1733.745649473768
1997,AR,Union,33.168219,92.598145,1592.4087731608572
1997,TX,Bowie,33.446051000000004,94.422375,1430.2882980939949
1997,LA,Caddo,32.577195,93.882423,1626.9415731149466
1997,LA,Rapides,31.193203999999998,92.535953,1618.1513061835894
1997,LA,Natchitoches,31.734982000000002,93.086106,1600.980638659816
1997,LA,Calcasieu,30.229559000000002,93.35801500000001,1602.9767153137393
1997,LA,Cameron,29.871989000000003,93.165437,1600.6713055370776
1997,TX,Galveston,29.228706,94.894865,1660.6091843725842
1997,TX,Brazoria,29.167818,95.434647,1716.977328153997
1997,TX,Bell,31.042109999999997,97.481921,1152.6214660672738
1997,TX,Harris,29.857273,95.39303699999999,1701.7987691827316
1997,TX,Houston,31.323036,95.4216,1343.9604945984026
1997,TX,Henderson,32.211633,95.853418,1298.2565519998946
1997,OK,McCurtain,34.117073,94.766086,1384.0243937285688
1997,TX,Navarro,32.04845,96.476908,1251.5220022214107
1997,TX,Hill,31.98224,97.129886,1165.8136142565108
1997,TX,Coryell,31.391177000000003,97.798022,1086.4775758192773
1997,TX,Travis,30.239513,97.69126999999999,1136.2356405210478
1997,TX,Bandera,29.755747999999997,99.26068199999999,1037.3864737101574
1997,TX,Edwards,29.985877000000002,100.307373,701.443463167104
1997,TX,Webb,27.770584000000003,99.32664100000001,645.1080205151502
1997,TX,Duval,27.681123,98.497393,705.877148309272
1997,TX,Jim Wells,27.733515999999998,98.090814,823.9323048700113
1997,TX,Nueces,27.739406,97.52164300000001,1048.7432267488005
1997,AZ,Cochise,31.881793,109.75412,414.2571480183474
1997,NM,Grant,32.732087,108.381504,480.7679017039939
1997,NM,Hidalgo,31.899658000000002,108.745729,394.18380645281417
1997,NM,Luna,32.184482,107.74663899999999,308.47309380239665
1997,NM,Otero,32.588776,105.781079,439.4086947186585
1997,NM,Eddy,32.457858,104.306471,452.6872946017716
1997,TX,Culberson,31.445909000000004,104.526945,365.7911722856971
1997,TX,Hudspeth,31.450868,105.377549,297.00989726484175
1997,TX,Presidio,30.005891,104.261619,360.7121571054086
1997,TX,Jeff Davis,30.617086999999998,104.18786,420.3530748906331
1997,TX,Brewster,29.808996999999998,103.25245799999999,354.9605432158419
1997,TX,Maverick,28.745216999999997,100.311368,616.1949918964748
1997,TX,Val Verde,29.884960999999997,101.14664599999999,515.1315855352049
1997,TX,Crockett,30.717532000000002,101.404211,487.3585561857994
1997,TX,Terrell,30.232332,102.072539,391.3245089660063
1997,TX,Tom Green,31.401583000000002,100.46135500000001,615.1592529747553
1997,TX,Reeves,31.308365999999996,103.71270600000001,330.2411396124115
1997,TX,Ward,31.513069,103.105113,344.71266103027466
1997,NM,Lea,32.795687,103.413271,452.97954884164164
1997,OK,Texas,36.741964,101.488434,497.68616691734115
1997,CO,Cheyenne,38.835387,102.604585,477.5643831354367
1997,CO,Kiowa,38.388465999999994,102.75621,487.70209787401495
1997,OK,Cimarron,36.755276,102.508735,502.94234037916914
1997,CO,Baca,37.303144,102.535457,494.4826960010617
1997,NM,Colfax,36.612963,104.640126,554.2945961312744
1997,CO,Lincoln,38.99374,103.50755500000001,453.9241360921868
1997,CO,Pueblo,38.170658,104.48989300000001,458.9132244683596
1997,CO,Fremont,38.455658,105.421438,506.1773992871977
1997,CO,Saguache,38.033952,106.246675,515.9893326445847
1997,CO,Conejos,37.213407000000004,106.176447,627.7136185569128
1997,CO,Costilla,37.277547,105.42894,490.40463827555146
1997,CO,Huerfano,37.687815,104.959928,623.8862782624193
1997,NM,Taos,36.576529,105.63798700000001,539.9932565585827
1997,NM,Santa Fe,35.513721999999994,105.96644099999999,516.8343656083955
1997,NM,Mora,35.982841,104.921898,647.5157999563646
1997,NM,Union,36.488085,103.475723,506.50922459270106
1997,NM,Harding,35.863152,103.829931,525.2185972488581
1997,NM,San Miguel,35.476876000000004,104.803515,610.5108488434732
1997,NM,Guadalupe,34.869782,104.784968,593.2044071324094
1997,NM,Quay,35.107018,103.548071,586.489995280544
1997,NM,Roosevelt,34.021457,103.482725,537.5031510741871
1997,NM,De Baca,34.351428999999996,104.401527,583.5577303988939
1997,NM,Lincoln,33.740941,105.449083,553.0458875025822
1997,NM,Torrance,34.634644,105.84683600000001,562.5986318401443
1997,NM,Sierra,33.119479,107.18816100000001,393.1066136834618
1997,NM,Socorro,33.991614,106.939003,418.1128174295888
1997,NM,Bernalillo,35.054002000000004,106.66906499999999,456.67373438134535
1997,NM,Sandoval,35.685072999999996,106.882618,474.1123115943734
1997,NM,McKinley,35.573732,108.255307,421.33909342048514
1997,NM,Catron,33.901814,108.39209699999999,470.5625116247252
1997,AZ,Greenlee,33.238872,109.242323,488.8465193928376
1997,AZ,Graham,32.931828,109.87831000000001,402.1976959549601
1997,AZ,Gila,33.789618,110.81187,502.9211508300525
1997,AZ,Pinal,32.91891,111.36725700000001,270.7280632907731
1997,AZ,Yavapai,34.630044,112.573745,449.59008064202624
1997,CO,San Miguel,38.009374,108.42732600000001,626.8433886841337
1997,CO,Dolores,37.747602,108.530383,673.9102857853272
1997,CO,Montezuma,37.338025,108.595786,512.4673515140438
1997,NM,San Juan,36.511625,108.324578,338.76001585171906
1997,CO,Archuleta,37.202395,107.05086299999999,817.4364851375078
1997,CO,La Plata,37.287366999999996,107.83971799999999,724.7448725789482
1997,CO,Gunnison,38.669678999999995,107.07810800000001,659.9430225259574
1997,CO,Pitkin,39.217533,106.915943,835.2267949350171
1997,CO,Routt,40.48316,106.985289,880.2802838838256
1997,CO,Moffat,40.573984,108.204521,514.0217238528431
1997,CO,Mesa,39.019492,108.46183700000002,550.6329954115954
1997,CO,Montrose,38.413427,108.263042,505.3344427131624
1997,UT,Grand,38.974326,109.57345,418.517098789535
1997,UT,Emery,39.009028,110.72111100000001,357.853367439008
1997,UT,Wayne,38.261229,110.990323,343.41246773837975
1997,UT,Sevier,38.746825,111.81193,567.1667728972012
1997,UT,Utah,40.120409,111.668667,598.8105560616061
1997,UT,Wasatch,40.334884,111.16156799999999,716.9081003543947
1997,UT,Carbon,39.67005,110.59035700000001,518.8400937043451
1997,UT,Duchesne,40.289649,110.42983000000001,598.8775991939852
1997,UT,Summit,40.87206,110.96848600000001,711.9692094197583
1997,WY,Uinta,41.284726,110.558947,415.7029878637104
